Percentage_loss,Class
35.437412,Yield
35.574615,Yield
37.744164,Yield
36.638332,Biomass
37.089504,Yield
36.88293,Yield
37.576588,Yield
43.52097,Plant growth
33.65642,Biomass
37.186535,Yield
35.570522,Biomass
37.59119,Biomass
37.9898,Biomass
33.890198,Biomass
33.903458,Biomass
36.27693,Biomass
32.267952,Biomass
35.624348,Biomass
37.0888,Biomass
31.642672,Plant growth
31.367285,Biomass
34.232567,Biomass
37.25496,Yield
37.185444,Yield
33.890198,Biomass
34.92169,Plant growth
36.638996,Biomass
34.840378,Biomass
37.424107,Yield
35.34066,Yield
35.77549,Yield
35.783634,Yield
33.506393,Biomass
37.385117,Yield
34.730988,Biomass
38.590755,Biomass
33.895664,Biomass
35.438873,Yield
30.262798,Plant growth
40.46167,Plant growth
37.7073,Yield
54.06354,Biomass
32.089172,Biomass
33.992706,Biomass
35.992912,Plant growth
34.876892,Biomass
37.128742,Yield
37.987877,Biomass
36.94633,Yield
37.079338,Biomass
33.886,Biomass
38.561478,Yield
36.06504,Biomass
36.662643,Biomass
36.972027,Yield
35.243587,Yield
37.659542,Biomass
36.05283,Yield
36.83933,Yield
34.831245,Biomass
37.581215,Biomass
33.252808,Biomass
33.274834,Biomass
33.75174,Biomass
37.69675,Biomass
42.882603,Yield
31.711432,Biomass
36.741493,Yield
35.611713,Yield
39.736046,Yield
37.769497,Yield
35.108574,Yield
34.232567,Biomass
34.256054,Biomass
37.043144,Biomass
37.559822,Yield
36.52959,Biomass
32.86991,Plant growth
37.77035,Biomass
37.397224,Biomass
36.60025,Yield
36.133873,Plant growth
37.298542,Biomass
37.776592,Biomass
35.83463,Biomass
35.318836,Biomass
38.093483,Yield
38.482456,Yield
37.651714,Biomass
31.374008,Biomass
38.09516,Yield
37.60358,Yield
35.80402,Yield
41.939735,Yield
37.189056,Yield
36.019463,Plant growth
34.18734,Biomass
34.10528,Biomass
35.783634,Yield
34.614166,Plant growth
39.376648,Yield
35.249897,Biomass
33.64237,Biomass
34.106716,Biomass
34.20987,Biomass
34.140053,Biomass
37.560295,Biomass
35.879665,Biomass
33.609318,Biomass
37.56367,Biomass
37.46238,Yield
36.053997,Biomass
37.193897,Yield
37.123604,Yield
33.504616,Biomass
33.25354,Biomass
34.236984,Biomass
35.37228,Yield
37.142353,Yield
33.909122,Biomass
29.968367,Biomass
36.923668,Yield
37.784763,Yield
37.75463,Yield
35.26573,Biomass
31.208744,Biomass
35.242424,Yield
30.814728,Biomass
38.16533,Biomass
36.01278,Biomass
33.351635,Plant growth
36.38158,Biomass
34.438824,Biomass
37.796124,Biomass
37.683193,Yield
41.0711,Yield
31.687494,Biomass
32.76598,Biomass
34.815834,Biomass
41.09837,Yield
32.840744,Biomass
36.677452,Plant growth
38.0964,Yield
36.062195,Biomass
33.923157,Biomass
37.557526,Biomass
36.60025,Yield
36.625893,Yield
36.06504,Biomass
31.344795,Biomass
35.88747,Biomass
34.64572,Plant growth
38.18086,Yield
36.625893,Yield
32.399185,Biomass
36.058624,Biomass
38.09577,Yield
28.727554,Biomass
35.80532,Biomass
36.448586,Plant growth
36.51217,Biomass
30.800781,Plant growth
35.775932,Yield
35.3196,Yield
37.17895,Biomass
40.478672,Biomass
37.221874,Yield
34.726276,Biomass
36.63919,Biomass
34.236984,Biomass
34.892933,Plant growth
37.089504,Yield
35.57503,Yield
31.221285,Plant growth
35.318977,Yield
36.941483,Yield
36.012035,Plant growth
34.6852,Biomass
35.31421,Yield
34.225636,Biomass
37.189056,Yield
37.46238,Yield
43.4032,Plant growth
38.097187,Yield
43.714626,Plant growth
37.744164,Yield
35.34718,Biomass
37.18173,Biomass
45.654064,Plant growth
36.056633,Yield
34.731064,Biomass
37.128742,Yield
37.079483,Biomass
37.44687,Biomass
43.49269,Plant growth
37.021763,Biomass
37.559822,Yield
40.834393,Biomass
33.880676,Biomass
35.487392,Biomass
35.317726,Yield
34.08266,Biomass
33.929676,Biomass
35.437847,Yield
34.675232,Plant growth
33.878117,Biomass
39.48899,Yield
35.80732,Biomass
35.199116,Biomass
40.063793,Yield
34.0879,Biomass
34.73292,Biomass
34.97686,Plant growth
37.492416,Biomass
32.671776,Plant growth
37.902866,Biomass
37.75463,Yield
38.842667,Biomass
36.09425,Yield
32.09844,Biomass
36.83933,Yield
38.031406,Biomass
37.18264,Biomass
30.05556,Biomass
34.135235,Biomass
35.369038,Yield
35.256474,Yield
35.127018,Biomass
38.17766,Biomass
37.7073,Yield
36.587566,Yield
37.385117,Yield
35.413696,Plant growth
31.735378,Biomass
35.557343,Biomass
34.810196,Biomass
35.955273,Biomass
33.339745,Biomass
34.223866,Biomass
52.14942,Biomass
33.655693,Biomass
33.892567,Biomass
35.24522,Yield
44.24872,Yield
36.837692,Biomass
38.599472,Biomass
37.107533,Yield
37.377743,Yield
37.678997,Biomass
37.435665,Biomass
55.637123,Biomass
33.104885,Biomass
34.096043,Biomass
37.954872,Plant growth
37.50342,Biomass
36.472244,Plant growth
35.28907,Biomass
35.99291,Biomass
37.512463,Yield
35.172676,Biomass
35.349483,Yield
32.25578,Plant growth
40.478672,Biomass
38.57491,Biomass
32.0765,Biomass
37.46238,Yield
36.572395,Biomass
45.79569,Yield
35.344414,Yield
36.954304,Plant growth
37.079483,Biomass
37.463844,Biomass
33.131706,Biomass
35.24556,Biomass
34.438824,Biomass
37.203636,Yield
37.399532,Biomass
34.73292,Biomass
37.463844,Biomass
37.70886,Yield
37.574833,Yield
34.82063,Biomass
34.352596,Biomass
37.944035,Yield
35.314594,Yield
35.194496,Biomass
35.724213,Biomass
38.443737,Biomass
33.79242,Biomass
30.602037,Plant growth
34.140053,Biomass
35.10619,Yield
36.09017,Biomass
37.079525,Biomass
37.174164,Yield
37.59119,Biomass
35.367237,Yield
37.1827,Biomass
36.60025,Yield
37.015026,Biomass
37.123604,Yield
35.36312,Yield
37.40388,Biomass
31.496748,Plant growth
34.743587,Biomass
38.16698,Biomass
40.478672,Biomass
43.100132,Biomass
36.435207,Plant growth
34.81143,Biomass
34.725452,Biomass
32.840744,Biomass
51.178265,Plant growth
35.62413,Biomass
41.100426,Yield
37.522438,Biomass
35.652195,Biomass
37.424652,Biomass
37.560314,Biomass
35.34233,Yield
40.417866,Plant growth
30.08363,Biomass
36.673172,Biomass
38.09516,Yield
33.713818,Biomass
33.146072,Plant growth
37.7804,Plant growth
36.862793,Biomass
33.909958,Biomass
37.463844,Biomass
33.497627,Biomass
36.09413,Yield
37.424107,Yield
36.297676,Biomass
34.14825,Biomass
35.17102,Biomass
33.925026,Biomass
35.31421,Yield
35.36623,Yield
31.299015,Biomass
34.146942,Biomass
36.61745,Biomass
36.94633,Yield
39.004242,Plant growth
43.647003,Plant growth
31.798532,Biomass
36.741493,Yield
36.587566,Yield
37.528465,Biomass
32.399185,Biomass
37.10522,Yield
36.98035,Biomass
54.812634,Biomass
34.81143,Biomass
37.71454,Plant growth
35.965935,Yield
37.089165,Yield
35.43823,Yield
36.587566,Yield
35.074318,Biomass
36.941483,Yield
39.001392,Plant growth
36.714,Plant growth
48.194485,Plant growth
37.448727,Biomass
35.560684,Biomass
35.31808,Yield
35.79946,Biomass
38.274563,Biomass
31.811016,Biomass
35.370365,Yield
35.357224,Yield
37.45291,Plant growth
37.782,Biomass
35.37228,Yield
30.113253,Biomass
37.70886,Yield
35.369038,Yield
35.806717,Yield
34.39732,Biomass
35.32074,Yield
37.61311,Yield
36.09425,Yield
35.882168,Biomass
32.74573,Biomass
41.922024,Yield
34.769855,Plant growth
32.790344,Plant growth
31.063068,Plant growth
33.31963,Biomass
37.233833,Biomass
31.174639,Plant growth
37.721924,Yield
37.963135,Biomass
40.746464,Yield
35.01303,Biomass
37.443012,Biomass
34.165012,Biomass
37.189056,Yield
37.7073,Yield
38.09604,Yield
43.3443,Plant growth
51.190926,Plant growth
31.811016,Biomass
34.065666,Biomass
32.399185,Biomass
37.85153,Yield
35.314594,Yield
36.88293,Yield
32.325092,Plant growth
38.990257,Biomass
33.88629,Biomass
38.18086,Yield
38.189636,Biomass
30.94335,Plant growth
53.79398,Yield
32.199436,Biomass
35.318447,Yield
42.275555,Biomass
33.890198,Biomass
37.538483,Biomass
37.588875,Yield
32.33926,Biomass
33.75174,Biomass
36.639633,Biomass
34.720318,Biomass
34.647285,Plant growth
38.139046,Yield
37.424107,Yield
33.94001,Biomass
34.75298,Biomass
39.725723,Yield
35.378624,Yield
54.89202,Biomass
30.382347,Plant growth
23.605848,Plant growth
33.94792,Biomass
36.88293,Yield
38.4777,Biomass
35.370365,Yield
40.10565,Yield
33.73479,Biomass
37.089504,Yield
33.94001,Biomass
33.890465,Biomass
33.929832,Biomass
47.727287,Plant growth
35.611713,Yield
34.140053,Biomass
35.955463,Biomass
39.545956,Yield
36.939926,Biomass
35.777412,Biomass
36.973293,Biomass
35.36623,Yield
32.198837,Biomass
32.01834,Biomass
34.39732,Biomass
41.09875,Yield
36.741493,Yield
38.179485,Biomass
36.062195,Biomass
31.367088,Biomass
37.96374,Biomass
35.775932,Yield
37.089504,Yield
36.05283,Yield
36.587566,Yield
36.683056,Biomass
35.955658,Biomass
37.782,Biomass
37.61311,Yield
37.75463,Yield
37.58846,Yield
45.46781,Yield
34.118504,Biomass
38.549404,Yield
36.62164,Biomass
37.123604,Yield
37.763165,Yield
33.944794,Biomass
32.76598,Biomass
37.60358,Yield
35.32074,Yield
38.751144,Biomass
33.534218,Biomass
37.56582,Yield
34.10533,Biomass
37.227547,Yield
40.478672,Biomass
37.174164,Yield
38.009037,Biomass
37.61311,Yield
37.721924,Yield
37.385117,Yield
39.58767,Yield
35.364487,Yield
36.38158,Biomass
34.809135,Biomass
37.100677,Yield
37.278084,Biomass
36.923668,Yield
34.474648,Biomass
37.59553,Yield
31.0731,Plant growth
28.774899,Biomass
45.168694,Yield
29.199738,Plant growth
34.10193,Biomass
51.21579,Plant growth
36.673172,Biomass
37.869682,Yield
36.837692,Biomass
41.384064,Yield
37.58846,Yield
40.499817,Biomass
34.148544,Biomass
37.492416,Biomass
34.225636,Biomass
37.732735,Yield
37.512463,Yield
35.371346,Yield
35.716213,Plant growth
35.368286,Yield
34.10193,Biomass
41.103893,Yield
36.932858,Biomass
38.467964,Yield
